OrderID,LineID,OrderDate,ShipDate,CustomerName,ShipState,Region,SKU,ProductName,Category,Quantity,UnitPrice,UnitDiscount,UnitCOGS,Shipping,Tax,SalesChannel,PaymentMethod,OrderStatus
SO-2025-10146,147,03/27/2025,2025-03-29,Customer 146,GA,West,SKU46,Product 46,Wellness,2,$78.62,$7.86,$43.31,$8.21,$9.43,Instagram,PayPal,Shipped
SO-2025-10147,148,06/08/2025,2025-06-11,Customer 147,AZ,Northeast,SKU47,Product 47,Baby,3,$86.18,$12.93,$44.88,$7.97,$15.51,Instagram,Visa,Returned
SO-2025-10148,149,09/18/2025,2025-09-21,Customer 148,PA,South,SKU48,Product 48,Baby,1,$30.63,$4.59,$16.98,$6.41,$1.84,Website,PayPal,Shipped
SO-2025-10149,150,08/31/2025,2025-09-04,Customer 149,NY,Northeast,SKU49,Product 49,Apparel,4,$58.85,$5.89,$30.59,$1.82,$14.12,Amazon,PayPal,Cancelled
SO-2025-10150,151,11/26/2025,2025-11-28,Customer 150,CA,Midwest,SKU0,Product 0,Home & Kitchen,4,$62.51,$9.38,$30.3,$9.47,$15.0,Website,Mastercard,Cancelled
SO-2025-10151,152,08/06/2025,2025-08-09,Customer 151,GA,West,SKU1,Product 1,Home & Kitchen,1,$22.52,$1.13,$11.76,$7.26,$1.35,Instagram,Visa,Returned
SO-2025-10152,153,06/20/2025,2025-06-24,Customer 152,AZ,South,SKU2,Product 2,Apparel,4,$19.2,$2.88,$10.36,$0.23,$4.61,Website,PayPal,Shipped
SO-2025-10153,154,05/07/2025,2025-05-09,Customer 153,NY,Midwest,SKU3,Product 3,Baby,2,$79.41,$7.94,$41.4,$0.77,$9.53,Website,Visa,Shipped
SO-2025-10154,155,10/23/2025,2025-10-24,Customer 154,GA,Midwest,SKU4,Product 4,Apparel,1,$93.3,$9.33,$39.61,$9.85,$5.6,Website,Mastercard,Cancelled
SO-2025-10155,156,04/20/2025,2025-04-22,Customer 155,GA,West,SKU5,Product 5,Wellness,4,$21.22,$0.0,$9.9,$5.19,$5.09,Instagram,PayPal,Returned
SO-2025-10156,157,05/29/2025,2025-05-30,Customer 156,CA,Northeast,SKU6,Product 6,Pets,3,$14.93,$0.0,$6.59,$0.05,$2.69,Website,Mastercard,Cancelled
SO-2025-10157,158,10/18/2025,2025-10-20,Customer 157,IL,Midwest,SKU7,Product 7,Home & Kitchen,3,$47.31,$2.37,$27.63,$4.66,$8.52,Website,Visa,Cancelled
SO-2025-10158,159,12/13/2025,2025-12-16,Customer 158,AZ,Northeast,SKU8,Product 8,Wellness,1,$62.84,$6.28,$30.82,$2.48,$3.77,Instagram,Visa,Shipped
SO-2025-10159,160,01/25/2025,2025-01-26,Customer 159,CA,West,SKU9,Product 9,Wellness,3,$24.9,$0.0,$14.52,$7.8,$4.48,Website,PayPal,Returned
SO-2025-10160,161,05/30/2025,2025-05-31,Customer 160,CA,Northeast,SKU10,Product 10,Apparel,2,$11.18,$0.0,$5.62,$9.61,$1.34,Amazon,Mastercard,Returned
SO-2025-10161,162,06/26/2025,2025-06-30,Customer 161,IL,Northeast,SKU11,Product 11,Baby,4,$47.32,$7.1,$23.99,$5.02,$11.36,Amazon,Mastercard,Cancelled
SO-2025-10162,163,09/14/2025,2025-09-18,Customer 162,CA,Midwest,SKU12,Product 12,Apparel,4,$16.04,$1.6,$7.79,$8.98,$3.85,Instagram,Visa,Returned
SO-2025-10163,164,02/01/2025,2025-02-05,Customer 163,PA,Midwest,SKU13,Product 13,Wellness,2,$27.16,$0.0,$12.92,$5.65,$3.26,Amazon,Visa,Returned
SO-2025-10164,165,01/18/2025,2025-01-20,Customer 164,WA,Northeast,SKU14,Product 14,Pets,1,$79.8,$7.98,$40.34,$4.41,$4.79,Amazon,Mastercard,Shipped
SO-2025-10165,166,04/24/2025,2025-04-28,Customer 165,FL,Midwest,SKU15,Product 15,Pets,2,$60.37,$6.04,$25.39,$8.62,$7.24,Amazon,PayPal,Returned
SO-2025-10166,167,12/25/2025,2025-12-27,Customer 166,NJ,South,SKU16,Product 16,Wellness,3,$43.6,$2.18,$25.27,$4.09,$7.85,Instagram,Visa,Returned
SO-2025-10167,168,03/28/2025,2025-04-01,Customer 167,CA,West,SKU17,Product 17,Home & Kitchen,3,$24.05,$1.2,$13.79,$0.27,$4.33,Website,PayPal,Cancelled
SO-2025-10168,169,09/04/2025,2025-09-08,Customer 168,FL,South,SKU18,Product 18,Wellness,3,$30.8,$3.08,$15.43,$1.04,$5.54,Instagram,Visa,Cancelled
SO-2025-10169,170,08/27/2025,2025-08-31,Customer 169,OH,Northeast,SKU19,Product 19,Baby,1,$26.07,$0.0,$13.33,$0.99,$1.56,Website,Mastercard,Shipped
SO-2025-10170,171,04/06/2025,2025-04-10,Customer 170,NY,West,SKU20,Product 20,Wellness,4,$75.0,$11.25,$42.1,$3.97,$18.0,Instagram,PayPal,Returned
SO-2025-10171,172,06/14/2025,2025-06-16,Customer 171,OH,West,SKU21,Product 21,Apparel,2,$28.45,$2.84,$13.22,$0.13,$3.41,Website,Mastercard,Cancelled
SO-2025-10172,173,09/20/2025,2025-09-23,Customer 172,NY,West,SKU22,Product 22,Baby,1,$28.71,$2.87,$12.19,$5.83,$1.72,Instagram,PayPal,Cancelled
SO-2025-10173,174,07/07/2025,2025-07-10,Customer 173,NY,Northeast,SKU23,Product 23,Wellness,2,$90.34,$9.03,$47.42,$2.59,$10.84,Amazon,Mastercard,Cancelled
SO-2025-10174,175,07/14/2025,2025-07-16,Customer 174,GA,Northeast,SKU24,Product 24,Wellness,3,$13.08,$1.96,$6.86,$7.74,$2.35,Instagram,Mastercard,Cancelled
SO-2025-10175,176,08/14/2025,2025-08-18,Customer 175,AZ,West,SKU25,Product 25,Baby,1,$36.5,$5.48,$21.71,$1.4,$2.19,Amazon,PayPal,Returned
SO-2025-10176,177,07/21/2025,2025-07-25,Customer 176,IL,Midwest,SKU26,Product 26,Pets,2,$53.87,$2.69,$26.62,$4.25,$6.46,Instagram,Mastercard,Returned
SO-2025-10177,178,04/25/2025,2025-04-26,Customer 177,IL,South,SKU27,Product 27,Baby,1,$34.18,$5.13,$18.45,$2.58,$2.05,Instagram,Mastercard,Shipped
SO-2025-10178,179,09/03/2025,2025-09-04,Customer 178,OH,Northeast,SKU28,Product 28,Wellness,2,$85.14,$12.77,$36.31,$1.72,$10.22,Instagram,Mastercard,Cancelled
SO-2025-10179,180,08/03/2025,2025-08-05,Customer 179,OH,West,SKU29,Product 29,Baby,1,$11.66,$0.58,$5.9,$5.77,$0.7,Amazon,Visa,Shipped
SO-2025-10180,181,02/03/2025,2025-02-06,Customer 180,WA,Midwest,SKU30,Product 30,Home & Kitchen,1,$46.47,$2.32,$26.3,$1.07,$2.79,Amazon,Visa,Cancelled
SO-2025-10181,182,12/08/2025,2025-12-12,Customer 181,CA,Northeast,SKU31,Product 31,Baby,1,$33.73,$3.37,$19.39,$2.51,$2.02,Amazon,PayPal,Shipped
SO-2025-10182,183,08/25/2025,2025-08-27,Customer 182,PA,West,SKU32,Product 32,Wellness,1,$54.48,$2.72,$31.76,$4.04,$3.27,Amazon,PayPal,Cancelled
SO-2025-10183,184,07/09/2025,2025-07-12,Customer 183,OH,Northeast,SKU33,Product 33,Wellness,2,$47.98,$2.4,$20.79,$1.84,$5.76,Instagram,PayPal,Returned
SO-2025-10184,185,06/30/2025,2025-07-04,Customer 184,IL,West,SKU34,Product 34,Pets,4,$79.39,$0.0,$37.94,$4.37,$19.05,Website,PayPal,Shipped
SO-2025-10185,186,06/13/2025,2025-06-15,Customer 185,FL,Midwest,SKU35,Product 35,Baby,1,$74.94,$11.24,$38.47,$3.97,$4.5,Instagram,Visa,Returned
SO-2025-10186,187,06/01/2025,2025-06-05,Customer 186,PA,Northeast,SKU36,Product 36,Apparel,2,$22.15,$3.32,$9.81,$5.4,$2.66,Website,PayPal,Returned
SO-2025-10187,188,08/15/2025,2025-08-18,Customer 187,NJ,Northeast,SKU37,Product 37,Wellness,4,$14.63,$0.73,$8.65,$3.34,$3.51,Website,Mastercard,Returned
SO-2025-10188,189,06/03/2025,2025-06-04,Customer 188,IL,West,SKU38,Product 38,Baby,2,$19.59,$0.0,$9.21,$4.95,$2.35,Website,PayPal,Returned
SO-2025-10189,190,04/14/2025,2025-04-15,Customer 189,AZ,South,SKU39,Product 39,Baby,2,$51.37,$5.14,$28.96,$0.02,$6.16,Website,Visa,Cancelled
SO-2025-10190,191,04/12/2025,2025-04-15,Customer 190,OH,South,SKU40,Product 40,Apparel,2,$19.28,$0.0,$8.07,$9.62,$2.31,Instagram,Visa,Shipped
SO-2025-10191,192,01/17/2025,2025-01-19,Customer 191,CA,Midwest,SKU41,Product 41,Apparel,2,$72.15,$0.0,$31.53,$9.58,$8.66,Amazon,PayPal,Shipped
SO-2025-10192,193,12/05/2025,2025-12-07,Customer 192,CA,Midwest,SKU42,Product 42,Pets,4,$67.51,$0.0,$35.9,$6.37,$16.2,Website,Visa,Returned
SO-2025-10193,194,07/19/2025,2025-07-21,Customer 193,IL,Midwest,SKU43,Product 43,Apparel,1,$91.3,$13.69,$40.56,$0.52,$5.48,Instagram,Mastercard,Returned
SO-2025-10194,195,01/26/2025,2025-01-29,Customer 194,GA,South,SKU44,Product 44,Apparel,3,$13.97,$2.1,$8.17,$5.56,$2.51,Amazon,Visa,Shipped
SO-2025-10195,196,03/27/2025,2025-03-28,Customer 195,OH,Midwest,SKU45,Product 45,Pets,2,$38.16,$3.82,$20.59,$1.93,$4.58,Amazon,PayPal,Returned
SO-2025-10196,197,11/24/2025,2025-11-26,Customer 196,NJ,West,SKU46,Product 46,Wellness,2,$47.96,$0.0,$23.73,$0.55,$5.76,Website,PayPal,Cancelled
SO-2025-10197,198,04/13/2025,2025-04-17,Customer 197,NJ,West,SKU47,Product 47,Wellness,1,$68.52,$10.28,$30.56,$4.81,$4.11,Website,PayPal,Returned
SO-2025-10198,199,05/11/2025,2025-05-15,Customer 198,FL,South,SKU48,Product 48,Pets,1,$57.72,$2.89,$31.45,$5.72,$3.46,Amazon,PayPal,Cancelled
SO-2025-10199,200,01/04/2025,2025-01-08,Customer 199,NY,Northeast,SKU49,Product 49,Home & Kitchen,1,$69.55,$0.0,$36.53,$4.27,$4.17,Amazon,Mastercard,Shipped
SO-2025-10200,201,04/18/2025,2025-04-20,Customer 200,AZ,Midwest,SKU0,Product 0,Baby,2,$47.58,$4.76,$27.31,$0.0,$5.71,Website,Mastercard,Returned
SO-2025-10201,202,09/26/2025,2025-09-29,Customer 201,OH,South,SKU1,Product 1,Baby,1,$44.56,$6.68,$24.94,$0.09,$2.67,Website,PayPal,Returned
SO-2025-10202,203,01/29/2025,2025-01-30,Customer 202,WA,Midwest,SKU2,Product 2,Baby,2,$17.97,$0.9,$8.91,$5.81,$2.16,Amazon,Mastercard,Returned
SO-2025-10203,204,08/24/2025,2025-08-27,Customer 203,IL,Northeast,SKU3,Product 3,Apparel,3,$45.85,$2.29,$22.17,$5.23,$8.25,Website,Visa,Shipped
SO-2025-10204,205,03/06/2025,2025-03-08,Customer 204,OH,Midwest,SKU4,Product 4,Home & Kitchen,2,$10.3,$0.0,$4.85,$8.53,$1.24,Amazon,Visa,Returned
SO-2025-10205,206,05/26/2025,2025-05-28,Customer 205,WA,Northeast,SKU5,Product 5,Apparel,2,$63.02,$9.45,$25.43,$0.45,$7.56,Amazon,PayPal,Cancelled
SO-2025-10206,207,11/01/2025,2025-11-02,Customer 206,GA,West,SKU6,Product 6,Wellness,1,$71.17,$10.68,$42.08,$7.86,$4.27,Website,PayPal,Shipped
SO-2025-10207,208,07/17/2025,2025-07-19,Customer 207,CA,Northeast,SKU7,Product 7,Pets,3,$89.12,$4.46,$46.36,$6.13,$16.04,Instagram,Mastercard,Cancelled
SO-2025-10208,209,06/02/2025,2025-06-03,Customer 208,FL,Northeast,SKU8,Product 8,Apparel,3,$99.21,$9.92,$47.65,$6.5,$17.86,Instagram,Mastercard,Cancelled
SO-2025-10209,210,08/31/2025,2025-09-02,Customer 209,OH,Northeast,SKU9,Product 9,Baby,1,$20.83,$2.08,$9.07,$0.37,$1.25,Website,Visa,Returned
SO-2025-10210,211,09/16/2025,2025-09-19,Customer 210,CA,Northeast,SKU10,Product 10,Home & Kitchen,4,$41.51,$0.0,$21.83,$8.84,$9.96,Website,PayPal,Shipped
SO-2025-10211,212,04/09/2025,2025-04-12,Customer 211,OH,West,SKU11,Product 11,Wellness,4,$99.54,$0.0,$45.0,$7.58,$23.89,Instagram,PayPal,Cancelled
SO-2025-10212,213,03/03/2025,2025-03-04,Customer 212,WA,West,SKU12,Product 12,Pets,1,$23.85,$3.58,$11.75,$2.24,$1.43,Instagram,PayPal,Shipped
SO-2025-10213,214,03/30/2025,2025-03-31,Customer 213,OH,Northeast,SKU13,Product 13,Apparel,1,$90.54,$0.0,$37.87,$3.91,$5.43,Instagram,Mastercard,Returned
SO-2025-10214,215,05/03/2025,2025-05-07,Customer 214,NJ,Midwest,SKU14,Product 14,Baby,4,$52.9,$5.29,$31.27,$0.35,$12.7,Amazon,Mastercard,Shipped
SO-2025-10215,216,02/09/2025,2025-02-13,Customer 215,IL,Northeast,SKU15,Product 15,Wellness,1,$59.58,$5.96,$27.19,$3.73,$3.57,Instagram,PayPal,Returned
SO-2025-10216,217,11/24/2025,2025-11-25,Customer 216,NJ,West,SKU16,Product 16,Wellness,3,$75.11,$3.76,$38.04,$2.2,$13.52,Website,Visa,Returned
SO-2025-10217,218,10/11/2025,2025-10-15,Customer 217,PA,South,SKU17,Product 17,Pets,1,$99.23,$4.96,$49.52,$5.16,$5.95,Website,Visa,Returned
SO-2025-10218,219,04/25/2025,2025-04-28,Customer 218,FL,South,SKU18,Product 18,Pets,2,$61.42,$9.21,$32.9,$8.64,$7.37,Website,Visa,Cancelled
SO-2025-10219,220,10/16/2025,2025-10-17,Customer 219,FL,South,SKU19,Product 19,Baby,2,$56.91,$8.54,$30.26,$1.57,$6.83,Amazon,Visa,Cancelled
SO-2025-10220,221,10/31/2025,2025-11-02,Customer 220,NJ,Midwest,SKU20,Product 20,Baby,1,$40.06,$0.0,$21.61,$1.06,$2.4,Website,PayPal,Returned
SO-2025-10221,222,06/04/2025,2025-06-06,Customer 221,NY,Northeast,SKU21,Product 21,Home & Kitchen,2,$27.03,$0.0,$15.57,$4.65,$3.24,Website,Visa,Returned
SO-2025-10222,223,01/31/2025,2025-02-02,Customer 222,FL,Midwest,SKU22,Product 22,Home & Kitchen,3,$10.46,$1.57,$4.89,$9.09,$1.88,Website,Mastercard,Shipped
SO-2025-10223,224,03/23/2025,2025-03-26,Customer 223,NY,West,SKU23,Product 23,Pets,4,$60.06,$0.0,$30.12,$1.93,$14.41,Website,PayPal,Shipped
SO-2025-10224,225,01/13/2025,2025-01-16,Customer 224,CA,West,SKU24,Product 24,Wellness,2,$39.38,$0.0,$20.73,$3.77,$4.73,Instagram,PayPal,Shipped
SO-2025-10225,226,12/10/2025,2025-12-13,Customer 225,CA,South,SKU25,Product 25,Pets,1,$80.19,$4.01,$36.62,$5.41,$4.81,Website,PayPal,Cancelled
SO-2025-10226,227,08/12/2025,2025-08-13,Customer 226,WA,Midwest,SKU26,Product 26,Apparel,2,$40.77,$6.12,$17.77,$1.03,$4.89,Instagram,Visa,Shipped
SO-2025-10227,228,07/15/2025,2025-07-19,Customer 227,CA,West,SKU27,Product 27,Apparel,4,$71.91,$3.6,$42.39,$7.08,$17.26,Instagram,Visa,Returned
SO-2025-10228,229,07/12/2025,2025-07-14,Customer 228,CA,Northeast,SKU28,Product 28,Home & Kitchen,2,$65.88,$6.59,$37.58,$9.73,$7.91,Amazon,PayPal,Shipped
SO-2025-10229,230,10/12/2025,2025-10-16,Customer 229,PA,South,SKU29,Product 29,Wellness,4,$77.47,$7.75,$40.2,$0.25,$18.59,Instagram,PayPal,Cancelled
SO-2025-10230,231,02/02/2025,2025-02-04,Customer 230,WA,Midwest,SKU30,Product 30,Apparel,2,$43.47,$6.52,$24.09,$0.01,$5.22,Instagram,PayPal,Returned
SO-2025-10231,232,08/14/2025,2025-08-17,Customer 231,CA,West,SKU31,Product 31,Home & Kitchen,1,$94.99,$9.5,$46.57,$5.27,$5.7,Instagram,Visa,Cancelled
SO-2025-10232,233,10/12/2025,2025-10-14,Customer 232,WA,South,SKU32,Product 32,Apparel,1,$36.85,$5.53,$15.35,$2.3,$2.21,Amazon,Visa,Returned
SO-2025-10233,234,01/27/2025,2025-01-28,Customer 233,IL,West,SKU33,Product 33,Apparel,3,$95.58,$14.34,$38.83,$9.44,$17.2,Amazon,PayPal,Shipped
SO-2025-10234,235,12/23/2025,2025-12-26,Customer 234,IL,West,SKU34,Product 34,Wellness,3,$96.81,$9.68,$44.03,$3.12,$17.43,Instagram,Mastercard,Returned
SO-2025-10235,236,02/27/2025,2025-03-03,Customer 235,NY,West,SKU35,Product 35,Home & Kitchen,4,$75.2,$3.76,$33.29,$8.68,$18.05,Website,Visa,Shipped
SO-2025-10236,237,10/07/2025,2025-10-11,Customer 236,OH,Northeast,SKU36,Product 36,Wellness,4,$60.65,$9.1,$30.0,$1.59,$14.56,Website,PayPal,Shipped
SO-2025-10237,238,05/25/2025,2025-05-27,Customer 237,AZ,Midwest,SKU37,Product 37,Home & Kitchen,1,$79.89,$7.99,$39.21,$7.61,$4.79,Amazon,Mastercard,Cancelled
SO-2025-10238,239,12/15/2025,2025-12-18,Customer 238,OH,Northeast,SKU38,Product 38,Wellness,4,$36.48,$5.47,$21.31,$1.85,$8.76,Instagram,Mastercard,Returned
SO-2025-10239,240,01/15/2025,2025-01-19,Customer 239,PA,South,SKU39,Product 39,Baby,1,$10.11,$1.01,$4.3,$2.48,$0.61,Instagram,Mastercard,Shipped
SO-2025-10240,241,01/09/2025,2025-01-11,Customer 240,PA,Midwest,SKU40,Product 40,Pets,2,$30.3,$4.54,$12.51,$3.26,$3.64,Amazon,Visa,Returned
SO-2025-10241,242,12/10/2025,2025-12-11,Customer 241,AZ,South,SKU41,Product 41,Apparel,4,$37.93,$0.0,$16.31,$0.72,$9.1,Instagram,PayPal,Cancelled
SO-2025-10242,243,11/16/2025,2025-11-19,Customer 242,WA,Northeast,SKU42,Product 42,Pets,2,$53.19,$5.32,$28.96,$6.95,$6.38,Instagram,PayPal,Returned
SO-2025-10243,244,10/16/2025,2025-10-19,Customer 243,NJ,South,SKU43,Product 43,Wellness,4,$80.19,$12.03,$43.69,$1.05,$19.25,Instagram,Mastercard,Returned
SO-2025-10244,245,03/17/2025,2025-03-19,Customer 244,IL,Northeast,SKU44,Product 44,Baby,1,$61.38,$6.14,$30.68,$2.1,$3.68,Website,PayPal,Cancelled
SO-2025-10245,246,06/10/2025,2025-06-12,Customer 245,OH,Northeast,SKU45,Product 45,Baby,2,$79.82,$3.99,$37.14,$5.34,$9.58,Instagram,PayPal,Shipped
SO-2025-10246,247,08/21/2025,2025-08-23,Customer 246,PA,South,SKU46,Product 46,Apparel,1,$17.43,$0.0,$7.25,$3.22,$1.05,Amazon,Mastercard,Returned
SO-2025-10247,248,06/15/2025,2025-06-17,Customer 247,NY,Midwest,SKU47,Product 47,Wellness,3,$28.08,$1.4,$15.73,$0.41,$5.05,Instagram,Mastercard,Cancelled
SO-2025-10248,249,11/01/2025,2025-11-02,Customer 248,AZ,Northeast,SKU48,Product 48,Home & Kitchen,4,$67.28,$6.73,$38.97,$9.36,$16.15,Website,Visa,Cancelled
SO-2025-10249,250,12/25/2025,2025-12-29,Customer 249,NJ,Northeast,SKU49,Product 49,Wellness,3,$58.72,$2.94,$34.47,$7.14,$10.57,Amazon,PayPal,Returned
SO-2025-10250,251,11/14/2025,2025-11-17,Customer 250,CA,West,SKU0,Product 0,Apparel,4,$40.55,$4.06,$20.15,$8.95,$9.73,Amazon,Visa,Cancelled
SO-2025-10251,252,11/10/2025,2025-11-14,Customer 251,PA,Midwest,SKU1,Product 1,Apparel,2,$50.71,$5.07,$20.7,$7.32,$6.09,Website,Mastercard,Cancelled
SO-2025-10252,253,01/12/2025,2025-01-14,Customer 252,AZ,West,SKU2,Product 2,Pets,3,$68.53,$0.0,$39.36,$3.29,$12.34,Instagram,Mastercard,Shipped
SO-2025-10253,254,08/26/2025,2025-08-29,Customer 253,FL,West,SKU3,Product 3,Pets,4,$76.99,$0.0,$42.96,$0.44,$18.48,Website,Visa,Shipped
SO-2025-10254,255,10/27/2025,2025-10-31,Customer 254,GA,South,SKU4,Product 4,Baby,2,$11.88,$1.19,$5.29,$5.42,$1.43,Amazon,Mastercard,Returned
SO-2025-10255,256,02/28/2025,2025-03-01,Customer 255,PA,Northeast,SKU5,Product 5,Apparel,3,$17.34,$1.73,$9.3,$4.18,$3.12,Instagram,Mastercard,Shipped
SO-2025-10256,257,07/26/2025,2025-07-29,Customer 256,NY,West,SKU6,Product 6,Pets,1,$85.64,$0.0,$49.13,$4.16,$5.14,Instagram,Visa,Cancelled
SO-2025-10257,258,01/24/2025,2025-01-28,Customer 257,WA,Midwest,SKU7,Product 7,Home & Kitchen,4,$66.59,$9.99,$31.58,$5.05,$15.98,Amazon,PayPal,Shipped
SO-2025-10258,259,02/19/2025,2025-02-20,Customer 258,OH,Northeast,SKU8,Product 8,Apparel,1,$56.26,$0.0,$27.44,$3.96,$3.38,Website,Mastercard,Cancelled
SO-2025-10259,260,08/16/2025,2025-08-18,Customer 259,OH,West,SKU9,Product 9,Apparel,2,$63.8,$9.57,$30.9,$9.92,$7.66,Amazon,Visa,Returned
SO-2025-10260,261,07/05/2025,2025-07-09,Customer 260,NJ,Midwest,SKU10,Product 10,Baby,2,$42.32,$4.23,$22.2,$8.36,$5.08,Instagram,Mastercard,Cancelled
SO-2025-10261,262,08/13/2025,2025-08-16,Customer 261,IL,Northeast,SKU11,Product 11,Apparel,3,$79.84,$11.98,$46.45,$6.33,$14.37,Website,Visa,Returned
SO-2025-10262,263,01/14/2025,2025-01-15,Customer 262,AZ,West,SKU12,Product 12,Pets,2,$56.14,$0.0,$32.05,$4.37,$6.74,Website,Mastercard,Returned
SO-2025-10263,264,11/12/2025,2025-11-16,Customer 263,IL,South,SKU13,Product 13,Wellness,1,$50.08,$7.51,$25.84,$5.93,$3.0,Website,Visa,Cancelled
SO-2025-10264,265,11/22/2025,2025-11-25,Customer 264,PA,South,SKU14,Product 14,Wellness,1,$45.2,$0.0,$21.69,$6.57,$2.71,Amazon,PayPal,Cancelled
SO-2025-10265,266,06/13/2025,2025-06-16,Customer 265,NY,South,SKU15,Product 15,Home & Kitchen,1,$31.33,$3.13,$14.01,$4.42,$1.88,Website,Mastercard,Shipped
SO-2025-10266,267,03/21/2025,2025-03-22,Customer 266,NY,South,SKU16,Product 16,Home & Kitchen,2,$50.39,$7.56,$28.51,$4.49,$6.05,Website,PayPal,Returned
SO-2025-10267,268,09/21/2025,2025-09-25,Customer 267,CA,West,SKU17,Product 17,Pets,3,$95.37,$0.0,$41.33,$3.79,$17.17,Instagram,PayPal,Cancelled
SO-2025-10268,269,04/17/2025,2025-04-18,Customer 268,IL,Midwest,SKU18,Product 18,Baby,1,$42.11,$6.32,$20.84,$7.05,$2.53,Amazon,Visa,Returned
SO-2025-10269,270,11/08/2025,2025-11-09,Customer 269,CA,Midwest,SKU19,Product 19,Wellness,4,$87.78,$4.39,$38.73,$0.34,$21.07,Instagram,Visa,Returned
SO-2025-10270,271,11/30/2025,2025-12-01,Customer 270,WA,Northeast,SKU20,Product 20,Wellness,2,$21.07,$0.0,$12.37,$6.4,$2.53,Amazon,Mastercard,Shipped
SO-2025-10271,272,02/04/2025,2025-02-05,Customer 271,NJ,Midwest,SKU21,Product 21,Wellness,2,$26.2,$2.62,$12.14,$5.85,$3.14,Website,PayPal,Shipped
SO-2025-10272,273,01/12/2025,2025-01-15,Customer 272,AZ,West,SKU22,Product 22,Apparel,2,$45.76,$2.29,$27.14,$0.17,$5.49,Instagram,PayPal,Cancelled
SO-2025-10273,274,08/05/2025,2025-08-08,Customer 273,NJ,West,SKU23,Product 23,Pets,2,$97.58,$9.76,$47.91,$5.22,$11.71,Instagram,Visa,Returned
SO-2025-10274,275,10/21/2025,2025-10-25,Customer 274,AZ,West,SKU24,Product 24,Pets,4,$21.32,$1.07,$9.84,$9.4,$5.12,Website,Visa,Returned
SO-2025-10275,276,01/08/2025,2025-01-12,Customer 275,PA,Midwest,SKU25,Product 25,Home & Kitchen,2,$26.95,$2.7,$14.41,$2.35,$3.23,Instagram,PayPal,Shipped
SO-2025-10276,277,03/27/2025,2025-03-30,Customer 276,NJ,South,SKU26,Product 26,Apparel,3,$72.34,$7.23,$43.09,$6.83,$13.02,Amazon,PayPal,Cancelled
SO-2025-10277,278,04/24/2025,2025-04-25,Customer 277,AZ,South,SKU27,Product 27,Wellness,2,$65.61,$9.84,$37.59,$0.3,$7.87,Amazon,Mastercard,Returned
SO-2025-10278,279,11/24/2025,2025-11-27,Customer 278,OH,Midwest,SKU28,Product 28,Pets,1,$72.06,$0.0,$37.48,$6.59,$4.32,Website,PayPal,Cancelled
SO-2025-10279,280,02/22/2025,2025-02-24,Customer 279,IL,Northeast,SKU29,Product 29,Wellness,4,$68.61,$3.43,$32.23,$9.99,$16.47,Website,PayPal,Cancelled
SO-2025-10280,281,03/04/2025,2025-03-05,Customer 280,OH,Midwest,SKU30,Product 30,Wellness,1,$87.98,$0.0,$50.51,$0.9,$5.28,Instagram,PayPal,Cancelled
SO-2025-10281,282,06/08/2025,2025-06-10,Customer 281,NY,Midwest,SKU31,Product 31,Home & Kitchen,1,$19.82,$0.99,$9.53,$9.26,$1.19,Instagram,PayPal,Shipped
SO-2025-10282,283,01/19/2025,2025-01-22,Customer 282,IL,Midwest,SKU32,Product 32,Apparel,2,$91.12,$0.0,$50.99,$8.69,$10.93,Website,PayPal,Cancelled
SO-2025-10283,284,05/09/2025,2025-05-12,Customer 283,PA,Midwest,SKU33,Product 33,Pets,4,$36.72,$3.67,$14.73,$6.3,$8.81,Amazon,PayPal,Returned
SO-2025-10284,285,07/18/2025,2025-07-19,Customer 284,NY,Northeast,SKU34,Product 34,Apparel,3,$72.59,$10.89,$37.0,$2.38,$13.07,Instagram,Mastercard,Shipped
SO-2025-10285,286,10/18/2025,2025-10-20,Customer 285,IL,Midwest,SKU35,Product 35,Baby,4,$11.32,$1.13,$5.89,$6.43,$2.72,Website,Mastercard,Returned
SO-2025-10286,287,09/22/2025,2025-09-24,Customer 286,FL,South,SKU36,Product 36,Baby,3,$58.81,$8.82,$29.63,$9.14,$10.59,Website,Visa,Returned
SO-2025-10287,288,08/09/2025,2025-08-10,Customer 287,PA,Northeast,SKU37,Product 37,Wellness,2,$19.8,$0.0,$9.5,$2.46,$2.38,Instagram,Visa,Cancelled
SO-2025-10288,289,08/16/2025,2025-08-18,Customer 288,OH,South,SKU38,Product 38,Baby,3,$45.49,$4.55,$25.59,$7.15,$8.19,Website,PayPal,Cancelled
SO-2025-10289,290,01/21/2025,2025-01-25,Customer 289,NY,West,SKU39,Product 39,Home & Kitchen,3,$48.78,$7.32,$25.83,$9.55,$8.78,Amazon,Mastercard,Cancelled
SO-2025-10290,291,10/19/2025,2025-10-21,Customer 290,FL,West,SKU40,Product 40,Pets,3,$44.21,$6.63,$25.95,$1.95,$7.96,Amazon,PayPal,Returned
SO-2025-10291,292,11/30/2025,2025-12-03,Customer 291,FL,South,SKU41,Product 41,Wellness,1,$65.56,$0.0,$29.96,$9.3,$3.93,Amazon,Visa,Returned
SO-2025-10292,293,06/05/2025,2025-06-07,Customer 292,AZ,West,SKU42,Product 42,Apparel,3,$62.28,$3.11,$32.51,$4.0,$11.21,Amazon,Mastercard,Cancelled
